source_row_number,legajo_canonico,row_kind,raw_ubicacion,ncp,ncp_formatted,sec,gru,nmanz,nparc,lon,lat,geolocation_source,location_verification_status,zonificacion,fecha_de_visado,tipo,destino_uso,relevamiento_o_existente,a_contruir_obra_nueva,ampliacion_de_obra_existente,proyectado_no_iniciado,m_existentes_relevados_vivienda,m_existentes_relevados_local,m_a_construir_vivienda,m_a_construir_local
47,46,detail,Las Moras s/Nº e/ Benteveo y Chajá - Aires del 1872,0100010112470005--004--,0100010112470005--004--,11,247,5,4,-58.18297464,-32.24633793,automatic,missing_address_point,Periurbana,2024-04-16,Vivienda multifamiliar,vivienda,,,4,,,,36.45,
48,47,detail,"Avda. Pte. Perón Nº 102, 104, 106, 108",0100010000000075--007--,0100010000000075--007--,0,0,75,7,-58.14453499,-32.22307932,automatic,verified_close,Centro,2024-04-22,Local comercial,comercial,,4,,,,,,199.3
49,48,detail,Combatientes de Malvinas Nº 505,0100011011160635--010--,0100011011160635--010--,101,116,635,10,-58.15034097,-32.21555587,automatic,verified_close,Urbana,2024-04-22,Vivienda unifamiliar + Local comercial,vivienda,2,,,,108.803,52.437,,
50,49,detail,Avda Quirós Nº 153,0100010000000222--001--,0100010000000222--001--,0,0,222,1,-58.13239427,-32.22032289,automatic,missing_address_point,Urbana,2024-04-23,Hotel + local + piscina,comercial,,,1,,,,,
51,50,detail,Batalla de Cepeda Nº 122,0100010000000803--015--,0100010000000803--015--,0,0,803,15,-58.14507906,-32.21015496,automatic,verified_close,Urbana,2024-04-25,Apart Hotel,turistico,,11,,,,,950.13,
52,51,detail,Calle Pùblica s/Nº,0100010112890000--017--,0100010112890000--017--,11,289,0,17,-58.17181530,-32.24311426,automatic,missing_address_point,Periurbana,2024-04-26,Vivienda unifamiliar,vivienda,1,,,,144.66,,,
53,52,detail,Lantelme Nº 295,0100011020160291--002--,0100011020160291--002--,102,16,291,2,-58.15130515,-32.23691947,automatic,verified_close,Urbana,2024-04-29,Vivienda unifamiliar,vivienda,,1,,,,,73.85,
55,54,detail,Degeneve s/Nº,0100010190010000--061--,0100010190010000--061--,19,1,0,61,-58.24620676,-32.29637336,automatic,missing_address_point,PERIURBANA,2024-09-05,Vivienda unifamiliar,vivienda,1,,,,31.44,,,
56,55,detail,Chacabuco s/Nº,0100010000000154--012--,0100010000000154--012--,0,0,154,12,-58.14136756,-32.21870256,automatic,missing_address_point,Urbana,2024-10-05,Local comercial,comercial,,2,,,,,,183.2
57,56,detail,Noailles Nº  esq Artigas,0100010000000112--019--,0100010000000112--019--,0,0,112,19,-58.13937049,-32.22523078,automatic,missing_address_point,Urbana,2024-05-17,Vivienda unifamiliar,vivienda,1,,,,,,,
58,57,detail,Bvard Gûemes Nº 168,0100010000000086--009--,0100010000000086--009--,0,0,86,9,-58.14056541,-32.22641882,automatic,verified_close,Urbana,2024-05-22,Vivienda multifamiliar,vivienda,,18,,,,,1061.085,
59,58,detail,Avda Urquiza Nº 25,0100010000000225--005--,0100010000000225--005--,0,0,225,5,-58.13377551,-32.21860069,automatic,verified_close,Centro,2024-05-23,Vivivenda unifamiliar,vivivenda unifamiliar,,,,,,,,
60,59,detail,Calle Ñandubay s/Nº,0100010063550002--005--,0100010063550002--005--,6,355,2,5,-58.16161558,-32.20883554,automatic,missing_address_point,Periurbana,2024-05-24,Vivienda multifamiliar,vivienda,,,,,164,,,
61,60,detail,Laprida Nº 123,0100010000000169--002--,0100010000000169--002--,0,0,169,2,-58.13591471,-32.22187259,automatic,verified_close,Centro,2024-05-30,Vivienda multifamiliar,vivienda,,,2,,76.69,,34.56,
62,61,detail,Reibel Nº 1277,0100011020170293--002--,0100011020170293--002--,102,17,293,2,-58.15290904,-32.23560209,automatic,verified_close,URBANA,2024-05-28,Vivienda unifamiliar,vivienda,,1,,,,,232.465,
63,62,detail,Degeneve s/Nº,0100010170020000--074--,0100010170020000--074--,17,2,0,74,-58.15332892,-32.26430258,automatic,missing_address_point,Periurbana,2024-05-30,Vivienda multifamiliar,vivienda,3,,,,343.775,,,
64,63,detail,Espinillo s/Nº,0100010113100003--008--,0100010113100003--008--,11,310,3,8,-58.16792781,-32.23184555,automatic,missing_address_point,Periurbana,2024-05-31,Vivienda unifamiliar,vivienda,,1,,,,,227.555,
66,65,detail,Avda Paysandù Nº 195,0100010000000777--005--,0100010000000777--005--,0,0,777,5,-58.14372905,-32.21352719,automatic,verified_close,URBANA,2024-07-06,Local comerical + Vivienda,vivienda,3,,,,116.8225,123.0625,,
67,66,detail,Sarmiento N° 375,0100010000000751--011--,0100010000000751--011--,0,0,751,11,-58.14316135,-32.21537356,automatic,verified_close,Residencial Norte,2024-11-06,Vivienda multifamiliar,vivienda,2,1,,,,,496.625,
68,67,detail,"San Martín N° 476, 480, 482",0100010000000101--020--,0100010000000101--020--,0,0,101,20,-58.14235865,-32.22333149,automatic,verified_close,Centro,2024-06-18,Local comercial,comercial,,,1,,342.3,,,8.2
69,68,detail,Bvard Sanguinetti Nº 416,0100010000000515--007--,0100010000000515--007--,0,0,515,7,-58.15397223,-32.22213955,automatic,verified_close,Urbana,2024-06-28,Vivienda unifamiliar,vivienda,1,,,,109.325,,,
71,70,detail,Benteveo s/Nº,0100010112470006--005--,0100010112470006--005--,11,247,6,5,-58.18159486,-32.24536637,automatic,missing_address_point,PERIURBANA,2024-12-07,Vivienda unifamiliar,vivienda,,1,,,,,146.34,
72,71,detail,Bolivar Nº 1002 esq Vergniaud Nº 96 y 98,0100010000000428--001--,0100010000000428--001--,0,0,428,1,-58.15181170,-32.22870132,automatic,verified_close,Urbana,2024-12-07,Vivienda multifamiliar,vivienda,3,,,,155.61,,,
73,72,detail,"Primera Junta Nº 186, 188, 190, 192 esq. Chacabuco",0100010000000046--001--,0100010000000046--001--,0,0,46,1,-58.14714822,-32.22294335,automatic,verified_close,Urbana,2024-12-07,Vivienda multifamiliar,vivienda,,4,,,,,370.92,
74,73,detail,25 de Mayo Nº 30 Y 38,0100010000000130--013--,0100010000000130--013--,0,0,130,13,-58.14010993,-32.22310857,automatic,verified_close,Centro,2024-12-07,Local comercial,comercial,,2,,,,,,49.27
75,74,detail,Calle Privada s/N° - Los Bretes,0100010170030006--004--,0100010170030006--004--,17,3,6,4,-58.13198280,-32.24478830,automatic,missing_address_point,Urbano,2024-07-29,Vivienda unifamiliar,vivienda,,1,,,,,,89.12
77,76,detail,Gouchòn Nº,0100010000000211--018--,0100010000000211--018--,0,0,211,18,-58.13699357,-32.21683535,automatic,missing_address_point,URBANA,2024-02-08,Vivienda unifamiliar + Local comercial,vivienda,,,1,,7.45,174.2,,4.215
78,77,detail,Raúl Alfonsín Nº esq Artigas Nº 656,0100011021200661--006--,0100011021200661--006--,102,120,661,6,-58.13205037,-32.23263759,automatic,verified_close,Urbana,2024-02-08,Vivienda unifamiliar,vivienda,,1,,,,,153.83,
79,78,detail,Balcarce Nº 386,,,,,,,,,automatic,missing_cadastral_point,Urbano,2024-05-08,Vivienda unifamiliar,vivienda,,,1,,,,9,
80,79,detail,"Bvard Paraiso s/Nº, Loteo Ayres del 1872",0100010112470006--001--,0100010112470006--001--,11,247,6,1,-58.18135652,-32.24598030,automatic,missing_address_point,Periurbana,2024-05-08,Vivienda multifamiliar,vivienda,,2,,,,,126.275,
81,80,detail,Lavalle N° 180 - Chacabuco N° 210,0100010000000175--004--,0100010000000175--004--,0,0,175,4,-58.13982385,-32.21793459,automatic,verified_close,Urbano,2024-06-09,Hotel,turistico,,,1,,,,,
82,81,detail,Juan Carlos POZZI S/Nº,0100010151110005--004--,0100010151110005--004--,15,111,5,4,-58.20922170,-32.26967188,automatic,missing_address_point,Periurbana,2024-08-08,Vivienda unifamiliar,vivienda,1,,,,101.355,,,
83,82,detail,Castelli Nº 562 esq. Evita,0100011020910572--016--,0100011020910572--016--,102,91,572,16,-58.13725688,-32.23385710,automatic,verified_close,Urbano,2024-08-13,Vivienda unifamiliar,vivienda,,1,,,,,114.3,
84,83,detail,"Ruta Nº 130, km",0100010063540000--063--,0100010063540000--063--,6,354,0,63,-58.15736832,-32.21069480,automatic,missing_address_point,Periurbana,2024-08-13,Depósito / Local comercial,comercial,1,,,,,720.06,,
85,84,detail,San Martín N° 49,0100010000000227--002--,0100010000000227--002--,0,0,227,2,-58.13519523,-32.21764324,automatic,verified_close,Centro,2024-08-14,Vivienda multifamiliar,vivienda,1,3,,,,,123.88,
86,85,detail,San Martín Nº 625,,,,,,,,,automatic,missing_cadastral_point,Centro,2024-08-15,Cartel,cartel,,1,,,,,,
87,86,detail,Bolívar Nº esq. Conte Grand,0100010000000374--002--,0100010000000374--002--,0,0,374,2,-58.15376351,-32.22968787,automatic,missing_address_point,Urbana,2024-08-15,Vivienda multifamiliar + Local comercial,vivienda,,1,,,,,127.65,120.135
88,87,detail,Calle Privada s/Nº - Los Bretes,0100010170030003--008--,0100010170030003--008--,17,3,3,8,-58.13144916,-32.24305384,automatic,missing_address_point,Urbana,2024-08-16,Vivienda unifamiliar,vivienda,,1,,,,,276.01,
89,88,detail,Avda Urquiza Nº esq L. N. Alem Nº 33,0100010000000158--004--,0100010000000158--004--,0,0,158,4,-58.13776667,-32.22146138,automatic,review_large_gap,Centro,2024-08-26,Hostel + Locales Comerciales,comercial,,,1,,,,366.05,282.315
90,89,detail,"Celia Pellenc Nº 314, 316",0100010000000486--005--,0100010000000486--005--,0,0,486,5,-58.15333526,-32.22419751,automatic,verified_close,URBANA,2024-08-27,Vivienda multifamiliar,vivienda,4,,,,175.735,,,
91,90,detail,Calle Pública s/Nº,0100010123240000--002--,0100010123240000--002--,12,324,0,2,-58.15729934,-32.24100115,automatic,missing_address_point,Periurbana,2024-08-28,Vivienda unifamilair,vivienda,1,,,,37.265,,,
92,91,detail,Madre y abuelas de plaza de mayo s/Nº,0100010063550003--010--,0100010063550003--010--,6,355,3,10,-58.16273580,-32.20883732,automatic,missing_address_point,Periurbana,2024-08-28,Vivienda multifamiliar,vivienda,6,,,,163.41,,,
93,92,detail,Belgrano Nº 364 y 368,0100010000000798--005--,0100010000000798--005--,0,0,798,5,-58.14102145,-32.21401890,automatic,verified_nearby,Urbana,2024-08-28,Vivienda multifamiliar + Local comercial,vivienda,,3,,,,,231.2,76.775
94,93,detail,Paso de los Andes Nº esq Aguaribay,0100010123270005--001--,0100010123270005--001--,12,327,5,1,-58.16326041,-32.23081805,automatic,missing_address_point,Urbana,2024-06-27,Vivienda unifamiliar,vivienda,,1,,,,,70.5,
96,95,detail,Colibrí s/Nº,0100010112890000--015--,0100010112890000--015--,11,289,0,15,-58.17188688,-32.24296998,automatic,missing_address_point,Periurbano,2024-05-09,Vivienda unifamiliar + Local comercial,vivienda,1,,,,368.525,,,
97,96,detail,Avda. Paysandù Nº 1118 y 1120,0100011010480380--006--,0100011010480380--006--,101,48,380,6,-58.15866797,-32.22503158,automatic,verified_close,Urbana,2024-09-06,Local comercial,comercial,1,,,,,,,
98,97,detail,Calle Pública s/Nº,0100010063410006--003--,0100010063410006--003--,6,341,6,3,-58.16029824,-32.21649746,automatic,missing_address_point,Periurbano,2024-09-09,Vivienda unifamiliar,vivienda,,1,,,,,30.62,
99,98,detail,Avda. Paysndù Nº 920,0100010000000488--022--,0100010000000488--022--,0,0,488,22,-58.15529787,-32.22251250,automatic,missing_address_point,Urbana,2024-09-09,Vivienda unifamiliar,vivienda,,1,,,,,92.84,
100,99,detail,"Combatientes de Malvinas Nº 1036, 1038 ,1048 esq Santa Cruz",0100011010630437--003--,0100011010630437--003--,101,63,437,3,-58.15882312,-32.22246450,automatic,verified_close,Urbana,,Vivienda multifamiliar,vivienda,3,,,,23.65,,,
101,100,detail,Cementerio,,,,,,,,,automatic,missing_both_points,Urbana,2024-10-09,Panteòn Familiar,panteòn familiar,,1,,,,,,8.475
102,101,detail,Balcarce Nº 688,0100010000000736--021--,0100010000000736--021--,0,0,736,21,-58.14852810,-32.21154831,automatic,verified_close,Urbana,2024-09-18,Vivienda multifamiliar,vivienda,2,,,,179.92,,,
103,102,detail,Alberdi Nº 734,0100010123270004--009--,0100010123270004--009--,12,327,4,9,-58.16273980,-32.23095086,automatic,review_large_gap,Urbana,2024-09-16,Vivienda unifamiliar + Local comercial,vivienda,,,,,,,118.34,156.61
104,103,detail,San Martín Nº,0100010123250000--005--,0100010123250000--005--,12,325,0,5,-58.15888498,-32.23545080,automatic,missing_address_point,Urbana,2024-09-18,Vivienda unifamiliar,vivienda,,1,,,,,,
105,104,detail,Calle Pùblica s/Nº esq. Calle Pùblica,0100010190010000--059--,0100010190010000--059--,19,1,0,59,-58.24381146,-32.28606148,automatic,missing_address_point,Zona de Charac,2024-09-19,Vivienda unifamiliar,vivienda,1,,,,86.73,,,
106,105,detail,Avda. Fernández s/Nº esq Sastre,0100010151110006--004--,0100010151110006--004--,15,111,6,4,-58.20792258,-32.26926404,automatic,missing_address_point,Urbana,2024-09-19,Vivienda multifamiliar,vivienda,2,,,,318.4,,,
108,107,detail,"Noailles Nº 79 , 85",0100010000000215--009--,0100010000000215--009--,0,0,215,9,-58.13348859,-32.22050800,automatic,verified_close,Centro,2024-04-10,Vivienda unifamiliar,vivienda,,1,,,,,51.73,
109,108,detail,Paso de los Andes Nº 1067 esq Pasaje Maneco Sosa,0100010000000406--010--,0100010000000406--010--,0,0,406,10,-58.15594942,-32.22629234,automatic,verified_close,Urbana,2024-04-10,Vivienda multifamilair,vivienda,2,,,,55.745,,,
110,109,detail,Bolívar Nº 422,0100010000000117--021--,0100010000000117--021--,0,0,117,21,-58.14205144,-32.22191203,automatic,verified_close,Centro,2024-04-10,Vivienda unifamiliar,vivienda,1,,,,46.76,,,
111,110,detail,Alberdi s/Nº,0100010113100004--022--,0100010113100004--022--,11,310,4,22,-58.16998022,-32.23352098,automatic,missing_address_point,Periurbana,2024-07-10,Vivienda unifamiliar,vivienda,,1,,,,,128.87,
112,111,detail,Río Iguazú Nº esq Las Piedras Nº 444,0100011020400363--013--,0100011020400363--013--,102,40,363,13,-58.14685585,-32.23764543,automatic,review_large_gap,Urbana,2024-07-10,Vivienda unifamiliar,vivienda,1,,,,141.8,,,
113,112,detail,Gouchón Nª 1333,0100010000000282--010--,0100010000000282--010--,0,0,282,10,-58.15828972,-32.23165790,automatic,review_large_gap,Urbana,2024-07-10,Vivienda unifamiliar,vivienda,,,1,,8.45,,15.8,
114,113,detail,Maipú Nº 383 y 385,0100010000000709--012--,0100010000000709--012--,0,0,709,12,-58.14505562,-32.21657998,automatic,verified_close,Urbana,2024-07-10,Vivienda multifamiliar,vivienda,2,,,,25.825,,,
115,114,detail,Carlos Saavedra Lamas s/Nº,0100010063550009--010--,0100010063550009--010--,6,355,9,10,-58.16159362,-32.21022215,automatic,missing_address_point,Periurbana,2024-08-10,Vivienda unifamiliar,vivienda,,1,,,,,119.525,
116,115,detail,Esteva Berga Nº 127,0100010000000143--003--,0100010000000143--003--,0,0,143,3,-58.13876409,-32.22201916,automatic,review_medium_gap,Centro,2024-08-10,Vivienda unifamiliar + Galpón depòsito,vivienda,2,,,,53.185,3.845,,
117,116,detail,Faustino Dominchin s/Nº,0100010123270001--010--,0100010123270001--010--,12,327,1,10,-58.16094173,-32.22918249,automatic,missing_address_point,Urbana,2024-08-10,Vivienda unifmailiar,vivienda,1,,,,71.99,,,
118,117,detail,Avda. Juan A Fernandez esq El Mojòn,0100010151110018--001--,0100010151110018--001--,15,111,18,1,-58.20636796,-32.27283884,automatic,missing_address_point,Periurbana,2024-08-10,Vivienda unifamiliar,vivienda,,1,,,,,180.2,
119,118,detail,Calle Pública s/Nº,0100010180010002--003--,0100010180010002--003--,18,1,2,3,-58.18379529,-32.27338503,automatic,missing_address_point,Chacras,2024-10-10,Vivienda unifamiliar,vivienda,1,,,,56.14,,,
120,119,detail,Gouchón Nª 935,0100010000000483--018--,0100010000000483--018--,0,0,483,18,-58.15147773,-32.22674317,automatic,verified_close,Urbana,2024-10-14,Vivienda multifamiliar,vivienda,4,,,,112.55,,,
121,120,detail,Salsipuedes Nº,0100010123270008--006--,0100010123270008--006--,12,327,8,6,-58.16417907,-32.23031015,automatic,missing_address_point,Urbana,2024-10-14,Vivienda unifamiliar,vivienda,,1,,,,,46,
122,121,detail,Hernández Nº 434,0100010000000647--016--,0100010000000647--016--,0,0,647,16,-58.13624809,-32.22963381,automatic,verified_close,Urbana,2024-10-16,Vivienda unifamiliar,vivienda,,1,,,,,8.4105,
123,122,detail,San Martín Nº 1318,0100010000000279--018--,0100010000000279--018--,0,0,279,18,-58.15636510,-32.23335419,automatic,verified_close,Urbana,2024-10-18,Local comercial,comercial,,,1,,,,,47.34
124,123,detail,Calle Sauce s/Nº,0100010063310002--008--,0100010063310002--008--,6,331,2,8,-58.17009294,-32.20990920,automatic,missing_address_point,Periurbana,2024-10-18,Vivienda multifamiliar,vivienda,3,,,,192.585,,,
125,124,detail,Noailles Nº 218,0100010000000168--019--,0100010000000168--019--,0,0,168,19,-58.13552352,-32.22257975,automatic,verified_close,Centro,2024-10-24,Vivienda unifamiliar,vivienda,,1,,,,,136.337,
126,125,detail,"Ruta 135 km .., esq Calle Paraíso",0100010112470000--003--,0100010112470000--003--,11,247,0,3,-58.18116549,-32.24307232,automatic,missing_address_point,Periurbana,2024-10-18,Geriatrico + Vivienda unifamiliar,vivienda,1,,,,199.49,111.95,,
127,126,detail,Calle Pùblica esq. Cornelio Saavedra,0100010063300004--008--,0100010063300004--008--,6,330,4,8,-58.17068045,-32.21689809,automatic,missing_address_point,Periurbana,2024-10-21,Vivienda unifamiliar,vivienda,1,,,,71.8,,,
128,127,detail,San Martín Nº 625 y Primera Junta Nº 81,,,,,,,,,automatic,missing_both_points,Centro,2024-10-23,Unidades habitacionales / Quincho / Oficinas  / Cocheras,unidades habitacionales / quincho / oficinas  / cocheras,,1,,,,,,148.945
129,128,detail,Combatientes de Malvinas Nº 1022,0100011010630437--001--,0100011010630437--001--,101,63,437,1,-58.15871411,-32.22257465,automatic,verified_close,Urbana,2024-10-22,Vivienda unifamiliar,vivienda,,1,,,,,151.62,
130,129,detail,Vergniaud Nº 533 e/ Avda Paysandù y Rocamora,0100011010630464--003--,0100011010630464--003--,101,63,464,3,-58.15756248,-32.22231782,automatic,review_large_gap,Urbana,2024-10-24,Vivienda multifamiliar,vivienda,7,,,,53.46,,,
